InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Category,Quantity,UnitPrice,Revenue
C501817,2023-11-11,10470,United Kingdom,P0336,Pet Supplies,5,103.04,515.2
C501178,2023-11-11,10324,Spain,P0216,Books,5,26.71,133.55
C505095,2023-11-11,11300,United Kingdom,P0016,Books,2,19.72,39.44
C505581,2023-11-11,11420,France,P0103,Music,4,15.83,63.32
C505581,2023-11-11,11420,France,P0393,Baby,2,12.27,24.54
C502028,2023-11-11,10520,United Kingdom,P0200,Tools,6,51.33,307.98
C507933,2023-11-11,12063,Germany,P0218,Baby,4,24.66,98.64
C501071,2023-11-11,10292,Spain,P0099,Pet Supplies,4,54.02,216.08
C507383,2023-11-11,11910,Germany,P0283,Toys,5,26.42,132.1
C502225,2023-11-11,10571,United Kingdom,P0057,Automotive,4,648.19,2592.76
C502225,2023-11-11,10571,United Kingdom,P0143,Food & Grocery,5,13.35,66.75
C501817,2023-11-11,10470,United Kingdom,P0287,Sports & Outdoors,2,23.29,46.58
C505095,2023-11-11,11300,United Kingdom,P0023,Food & Grocery,4,49.8,199.2
C505095,2023-11-11,11300,United Kingdom,P0039,Health,6,51.12,306.72
C502225,2023-11-11,10571,United Kingdom,P0110,Baby,5,1.85,9.25
C501246,2023-11-11,10333,United Kingdom,P0029,Music,2,11.52,23.04
C507888,2023-11-11,12052,United Kingdom,P0353,Food & Grocery,6,16.7,100.2
C501178,2023-11-11,10324,Spain,P0353,Food & Grocery,6,16.66,99.96
C507622,2023-11-11,11980,France,P0146,Health,2,48.88,97.76
C507888,2023-11-11,12052,United Kingdom,P0074,Sports & Outdoors,1,25.58,25.58
C507622,2023-11-11,11980,France,P0129,Music,3,42.65,127.95
C507622,2023-11-11,11980,France,P0024,Music,4,25.23,100.92
C507888,2023-11-11,12052,United Kingdom,P0391,Clothing,6,83.95,503.7
C501246,2023-11-11,10333,United Kingdom,P0356,Electronics,5,25.84,129.2
C501178,2023-11-11,10324,Spain,P0134,Tools,4,21.98,87.92
C508117,2023-11-12,12097,United Kingdom,P0207,Books,5,12.57,62.85
C506453,2023-11-12,11664,United Kingdom,P0393,Baby,2,12.92,25.84
C509273,2023-11-12,12403,France,P0188,Tools,3,12.5,37.5
C508117,2023-11-12,12097,United Kingdom,P0296,Beauty,3,15.89,47.67
C508976,2023-11-12,12322,Spain,P0178,Home & Garden,1,24.33,24.33
C501197,2023-11-12,10328,United Kingdom,P0238,Health,4,11.41,45.64
C507219,2023-11-12,11860,Germany,P0042,Office,4,28.7,114.8
C505354,2023-11-12,11361,Spain,P0144,Food & Grocery,3,52.59,157.77
C505354,2023-11-12,11361,Spain,P0355,Toys,6,11.36,68.16
C507489,2023-11-12,11939,Spain,P0254,Automotive,2,10.18,20.36
C503472,2023-11-12,10882,United Kingdom,P0348,Baby,4,53.83,215.32
C503472,2023-11-12,10882,United Kingdom,P0060,Clothing,3,55.03,165.09
C501197,2023-11-12,10328,United Kingdom,P0081,Music,4,14.16,56.64
C500441,2023-11-12,10122,France,P0242,Music,2,66.77,133.54
C508064,2023-11-12,12084,United Kingdom,P0108,Jewelry,6,11.39,68.34
C505712,2023-11-12,11460,United Kingdom,P0208,Jewelry,3,38.1,114.3
C503407,2023-11-12,10866,France,P0063,Automotive,1,46.5,46.5
C503407,2023-11-12,10866,France,P0318,Tools,4,19.48,77.92
C505662,2023-11-12,11444,United Kingdom,P0059,Sports & Outdoors,3,64.01,192.03
C500169,2023-11-12,10041,France,P0287,Sports & Outdoors,5,23.7,118.5
C505662,2023-11-12,11444,United Kingdom,P0399,Home & Garden,6,21.43,128.58
C503853,2023-11-12,10975,Spain,P0285,Clothing,3,7.79,23.37
C500441,2023-11-12,10122,France,P0256,Toys,3,27.11,81.33
C501197,2023-11-12,10328,United Kingdom,P0268,Tools,1,141.06,141.06
C506094,2023-11-12,11558,United Kingdom,P0251,Automotive,3,25.92,77.76
C506094,2023-11-12,11558,United Kingdom,P0019,Clothing,3,12.0,36.0
C509486,2023-11-12,12465,Germany,P0274,Automotive,1,11.01,11.01
C506094,2023-11-12,11558,United Kingdom,P0332,Music,1,12.65,12.65
C503407,2023-11-12,10866,France,P0179,Clothing,6,11.04,66.24
C504053,2023-11-12,11021,Germany,P0262,Sports & Outdoors,2,32.55,65.1
C509449,2023-11-13,12453,United Kingdom,P0100,Tools,4,149.23,596.92
C500741,2023-11-13,10204,Germany,P0229,Sports & Outdoors,3,14.5,43.5
C509449,2023-11-13,12453,United Kingdom,P0387,Toys,3,14.57,43.71
C507764,2023-11-13,12015,United Kingdom,P0386,Health,4,57.55,230.2
C507764,2023-11-13,12015,United Kingdom,P0389,Automotive,3,9.42,28.26
C500741,2023-11-13,10204,Germany,P0372,Office,6,13.14,78.84
C502020,2023-11-13,10519,United Kingdom,P0073,Office,1,61.98,61.98
C500741,2023-11-13,10204,Germany,P0330,Home & Garden,5,6.02,30.1
C500409,2023-11-13,10114,France,P0083,Food & Grocery,1,41.6,41.6
C504782,2023-11-13,11218,United Kingdom,P0164,Electronics,5,43.52,217.6
C500741,2023-11-13,10204,Germany,P0353,Food & Grocery,4,16.58,66.32
C506258,2023-11-13,11608,Spain,P0307,Office,6,8.65,51.9
C508258,2023-11-13,12135,France,P0388,Automotive,5,50.16,250.8
C506258,2023-11-13,11608,Spain,P0360,Music,6,19.9,119.4
C504350,2023-11-13,11106,United Kingdom,P0172,Clothing,6,10.35,62.1
C504782,2023-11-13,11218,United Kingdom,P0110,Baby,1,2.06,2.06
C503300,2023-11-13,10837,United Kingdom,P0253,Pet Supplies,4,41.33,165.32
C506258,2023-11-13,11608,Spain,P0212,Pet Supplies,6,44.5,267.0
C505989,2023-11-13,11528,Netherlands,P0057,Automotive,5,648.77,3243.85
C506548,2023-11-13,11694,Germany,P0257,Beauty,2,38.31,76.62
C502020,2023-11-13,10519,United Kingdom,P0117,Jewelry,2,27.47,54.94
C505944,2023-11-13,11520,Netherlands,P0001,Books,5,29.65,148.25
C508947,2023-11-13,12316,United Kingdom,P0114,Toys,3,98.28,294.84
C506548,2023-11-13,11694,Germany,P0329,Baby,1,10.83,10.83
C506548,2023-11-13,11694,Germany,P0031,Home & Garden,1,37.33,37.33
C506548,2023-11-13,11694,Germany,P0099,Pet Supplies,1,53.77,53.77
C508947,2023-11-13,12316,United Kingdom,P0059,Sports & Outdoors,1,64.08,64.08
C507235,2023-11-13,11866,United Kingdom,P0208,Jewelry,6,38.26,229.56
C500072,2023-11-13,10018,Netherlands,P0240,Office,5,8.13,40.65
C506548,2023-11-13,11694,Germany,P0040,Health,4,29.29,117.16
C503984,2023-11-13,11004,United Kingdom,P0169,Jewelry,4,41.12,164.48
C506548,2023-11-13,11694,Germany,P0259,Health,4,9.16,36.64
C506548,2023-11-13,11694,Germany,P0369,Toys,4,39.27,157.08
C502140,2023-11-13,10550,United Kingdom,P0070,Electronics,4,43.71,174.84
C503984,2023-11-13,11004,United Kingdom,P0325,Beauty,1,32.35,32.35
C504673,2023-11-13,11189,Spain,P0386,Health,6,57.3,343.8
C503984,2023-11-13,11004,United Kingdom,P0114,Toys,2,98.75,197.5
C504673,2023-11-13,11189,Spain,P0046,Baby,1,26.21,26.21
C501879,2023-11-13,10486,Netherlands,P0009,Office,6,48.24,289.44
C509449,2023-11-13,12453,United Kingdom,P0099,Pet Supplies,5,53.95,269.75
C506548,2023-11-13,11694,Germany,P0289,Food & Grocery,1,24.37,24.37
C509449,2023-11-13,12453,United Kingdom,P0183,Clothing,5,21.93,109.65
C503701,2023-11-13,10936,United Kingdom,P0071,Office,5,6.14,30.7
C500557,2023-11-13,10151,United Kingdom,P0253,Pet Supplies,1,41.51,41.51
C500340,2023-11-13,10092,Germany,P0089,Electronics,5,22.72,113.6
C508318,2023-11-13,12152,Germany,P0099,Pet Supplies,1,53.5,53.5
C501782,2023-11-13,10460,United Kingdom,P0039,Health,6,50.38,302.28
C501782,2023-11-13,10460,United Kingdom,P0106,Jewelry,6,35.4,212.4
C503769,2023-11-13,10953,United Kingdom,P0308,Baby,5,130.03,650.15
C500232,2023-11-13,10063,Spain,P0358,Home & Garden,3,30.73,92.19
C500232,2023-11-13,10063,Spain,P0053,Music,4,11.0,44.0
C500340,2023-11-13,10092,Germany,P0377,Home & Garden,3,11.6,34.8
C500340,2023-11-13,10092,Germany,P0228,Automotive,3,11.79,35.37
C500340,2023-11-13,10092,Germany,P0000,Toys,3,13.69,41.07
C501782,2023-11-13,10460,United Kingdom,P0093,Jewelry,6,18.36,110.16
C501782,2023-11-13,10460,United Kingdom,P0148,Home & Garden,2,12.52,25.04
C501782,2023-11-13,10460,United Kingdom,P0349,Toys,4,124.46,497.84
C508756,2023-11-13,12262,United Kingdom,P0141,Home & Garden,4,50.62,202.48
C501782,2023-11-13,10460,United Kingdom,P0076,Books,5,13.57,67.85
C500033,2023-11-13,10010,United Kingdom,P0058,Clothing,2,40.26,80.52
C500340,2023-11-13,10092,Germany,P0144,Food & Grocery,6,52.21,313.26
C501782,2023-11-13,10460,United Kingdom,P0149,Food & Grocery,1,15.74,15.74
C507550,2023-11-14,11960,France,P0090,Food & Grocery,1,37.57,37.57
C501190,2023-11-14,10326,France,P0085,Clothing,4,28.34,113.36
C507550,2023-11-14,11960,France,P0358,Home & Garden,1,30.8,30.8
C507550,2023-11-14,11960,France,P0081,Music,5,13.85,69.25
C503884,2023-11-14,10983,United Kingdom,P0295,Music,4,11.38,45.52
C501752,2023-11-14,10451,France,P0307,Office,1,8.54,8.54
C507550,2023-11-14,11960,France,P0139,Automotive,5,15.8,79.0
C507554,2023-11-14,11962,Spain,P0021,Sports & Outdoors,5,33.08,165.4
C505101,2023-11-14,11302,United Kingdom,P0030,Sports & Outdoors,1,9.72,9.72
C505101,2023-11-14,11302,United Kingdom,P0311,Toys,1,29.29,29.29
C500620,2023-11-14,10167,France,P0113,Jewelry,6,8.74,52.44
C508966,2023-11-14,12319,United Kingdom,P0054,Toys,2,38.32,76.64
C508966,2023-11-14,12319,United Kingdom,P0078,Tools,5,13.25,66.25
C508966,2023-11-14,12319,United Kingdom,P0145,Tools,2,31.44,62.88
C502478,2023-11-14,10634,United Kingdom,P0361,Automotive,6,11.8,70.8
C505026,2023-11-14,11282,Spain,P0382,Music,6,14.29,85.74
C505706,2023-11-14,11457,United Kingdom,P0100,Tools,4,148.52,594.08
C505026,2023-11-14,11282,Spain,P0122,Electronics,6,10.51,63.06
C505706,2023-11-14,11457,United Kingdom,P0027,Electronics,6,247.63,1485.78
C500455,2023-11-14,10124,Spain,P0287,Sports & Outdoors,4,23.63,94.52
C500455,2023-11-14,10124,Spain,P0170,Food & Grocery,2,12.67,25.34
C500455,2023-11-14,10124,Spain,P0000,Toys,4,13.85,55.4
C506672,2023-11-14,11730,United Kingdom,P0132,Automotive,2,150.35,300.7
C501942,2023-11-14,10500,Germany,P0258,Food & Grocery,5,45.31,226.55
C508138,2023-11-14,12104,Spain,P0099,Pet Supplies,4,53.59,214.36
C505135,2023-11-14,11310,Netherlands,P0150,Clothing,1,46.68,46.68
C508138,2023-11-14,12104,Spain,P0398,Food & Grocery,6,26.4,158.4
C507555,2023-11-14,11962,Spain,P0312,Books,4,22.73,90.92
C501190,2023-11-14,10326,France,P0275,Books,3,44.19,132.57
C502080,2023-11-14,10532,United Kingdom,P0282,Jewelry,4,87.7,350.8
C502275,2023-11-14,10583,Germany,P0313,Toys,1,20.32,20.32
C501326,2023-11-14,10351,Spain,P0197,Music,3,20.07,60.21
C502080,2023-11-14,10532,United Kingdom,P0305,Sports & Outdoors,1,10.58,10.58
C501958,2023-11-14,10504,United Kingdom,P0216,Books,6,26.22,157.32
C508966,2023-11-14,12319,United Kingdom,P0241,Toys,2,116.19,232.38
C503361,2023-11-14,10856,United Kingdom,P0082,Pet Supplies,1,151.63,151.63
C503361,2023-11-14,10856,United Kingdom,P0211,Toys,5,34.4,172.0
C501190,2023-11-14,10326,France,P0310,Baby,3,13.91,41.73
C507660,2023-11-14,11991,Netherlands,P0388,Automotive,5,49.82,249.1
C501190,2023-11-14,10326,France,P0309,Beauty,6,25.6,153.6
C507882,2023-11-14,12050,Germany,P0234,Music,2,32.95,65.9
C506259,2023-11-14,11608,Spain,P0102,Office,6,6.78,40.68
C505026,2023-11-14,11282,Spain,P0063,Automotive,6,46.38,278.28
C506259,2023-11-14,11608,Spain,P0303,Jewelry,2,12.56,25.12
C507882,2023-11-14,12050,Germany,P0061,Toys,2,42.78,85.56
C501190,2023-11-14,10326,France,P0294,Electronics,5,33.02,165.1
C504625,2023-11-14,11182,Netherlands,P0183,Clothing,3,21.56,64.68
C505026,2023-11-14,11282,Spain,P0284,Electronics,1,97.45,97.45
C505540,2023-11-14,11409,United Kingdom,P0199,Clothing,5,85.95,429.75
C507882,2023-11-14,12050,Germany,P0193,Tools,3,29.64,88.92
C505026,2023-11-14,11282,Spain,P0360,Music,2,20.29,40.58
C509081,2023-11-15,12351,United Kingdom,P0191,Health,5,16.19,80.95
C504827,2023-11-15,11231,Netherlands,P0305,Sports & Outdoors,5,10.05,50.25
C507086,2023-11-15,11822,United Kingdom,P0359,Health,1,23.22,23.22
C507993,2023-11-15,12072,United Kingdom,P0008,Toys,6,10.32,61.92
C500887,2023-11-15,10242,United Kingdom,P0080,Toys,1,25.51,25.51
C503235,2023-11-15,10821,United Kingdom,P0346,Clothing,4,11.72,46.88
C500887,2023-11-15,10242,United Kingdom,P0159,Music,6,62.02,372.12
C504827,2023-11-15,11231,Netherlands,P0335,Baby,1,9.33,9.33
C504827,2023-11-15,11231,Netherlands,P0150,Clothing,1,46.59,46.59
C500459,2023-11-15,10124,Spain,P0139,Automotive,4,16.47,65.88
C502577,2023-11-15,10663,United Kingdom,P0283,Toys,6,26.29,157.74
C501781,2023-11-15,10460,United Kingdom,P0058,Clothing,4,40.32,161.28
C500200,2023-11-15,10052,Germany,P0313,Toys,6,20.51,123.06
C507993,2023-11-15,12072,United Kingdom,P0337,Clothing,3,51.59,154.77
C500926,2023-11-15,10252,Germany,P0175,Beauty,1,48.01,48.01
C505265,2023-11-15,11341,United Kingdom,P0219,Toys,2,37.88,75.76
C507903,2023-11-15,12057,United Kingdom,P0110,Baby,3,1.3,3.9
C500610,2023-11-15,10164,United Kingdom,P0122,Electronics,5,10.35,51.75
C507086,2023-11-15,11822,United Kingdom,P0263,Home & Garden,6,12.93,77.58
C502279,2023-11-15,10584,Germany,P0287,Sports & Outdoors,5,22.94,114.7
C500926,2023-11-15,10252,Germany,P0266,Music,3,66.57,199.71
C502279,2023-11-15,10584,Germany,P0027,Electronics,5,247.93,1239.65
C502279,2023-11-15,10584,Germany,P0226,Pet Supplies,1,157.51,157.51
C508179,2023-11-15,12113,Germany,P0297,Toys,3,9.56,28.68
C505199,2023-11-15,11327,United Kingdom,P0146,Health,3,49.16,147.48
C500335,2023-11-15,10091,United Kingdom,P0276,Home & Garden,2,59.87,119.74
C501781,2023-11-15,10460,United Kingdom,P0056,Baby,3,38.26,114.78
C500887,2023-11-15,10242,United Kingdom,P0260,Automotive,4,6.67,26.68
C505234,2023-11-15,11334,United Kingdom,P0187,Toys,2,15.64,31.28
C507635,2023-11-15,11984,Netherlands,P0086,Jewelry,5,13.88,69.4
C507635,2023-11-15,11984,Netherlands,P0395,Books,3,21.02,63.06
C500887,2023-11-15,10242,United Kingdom,P0130,Music,4,94.5,378.0
C507635,2023-11-15,11984,Netherlands,P0237,Jewelry,6,14.76,88.56
C505110,2023-11-15,11304,France,P0363,Electronics,3,46.62,139.86
C508732,2023-11-15,12257,United Kingdom,P0024,Music,5,24.54,122.7
C505110,2023-11-15,11304,France,P0133,Pet Supplies,2,4.29,8.58
C509312,2023-11-15,12415,Spain,P0320,Food & Grocery,5,6.77,33.85
C509312,2023-11-15,12415,Spain,P0375,Books,2,25.17,50.34
C508732,2023-11-15,12257,United Kingdom,P0260,Automotive,5,6.62,33.1
C508732,2023-11-15,12257,United Kingdom,P0151,Clothing,4,41.3,165.2
C507993,2023-11-15,12072,United Kingdom,P0242,Music,6,67.28,403.68
C502450,2023-11-15,10625,United Kingdom,P0247,Home & Garden,6,70.73,424.38
C501866,2023-11-15,10485,United Kingdom,P0073,Office,2,62.29,124.58
C507993,2023-11-15,12072,United Kingdom,P0300,Home & Garden,3,10.85,32.55
C508732,2023-11-15,12257,United Kingdom,P0222,Beauty,3,152.59,457.77
C507903,2023-11-15,12057,United Kingdom,P0223,Music,3,13.15,39.45
C502450,2023-11-15,10625,United Kingdom,P0099,Pet Supplies,6,54.02,324.12
C501278,2023-11-15,10339,Germany,P0317,Home & Garden,6,15.02,90.12
C507903,2023-11-15,12057,United Kingdom,P0374,Automotive,5,6.5,32.5
C508732,2023-11-15,12257,United Kingdom,P0317,Home & Garden,3,15.32,45.96
C508732,2023-11-15,12257,United Kingdom,P0330,Home & Garden,3,5.8,17.4
C508732,2023-11-15,12257,United Kingdom,P0083,Food & Grocery,1,42.19,42.19
C508732,2023-11-15,12257,United Kingdom,P0099,Pet Supplies,2,53.22,106.44
C501278,2023-11-15,10339,Germany,P0339,Music,2,86.55,173.1
C508732,2023-11-15,12257,United Kingdom,P0276,Home & Garden,6,59.87,359.22
C500173,2023-11-16,10043,United Kingdom,P0257,Beauty,6,38.05,228.3
C508251,2023-11-16,12133,Germany,P0088,Books,1,12.03,12.03
C502996,2023-11-16,10755,France,P0286,Home & Garden,4,5.39,21.56
C500309,2023-11-16,10084,United Kingdom,P0245,Jewelry,6,77.84,467.04
C508251,2023-11-16,12133,Germany,P0085,Clothing,4,28.36,113.44
C503243,2023-11-16,10822,France,P0259,Health,2,9.24,18.48
C503243,2023-11-16,10822,France,P0162,Food & Grocery,1,74.54,74.54
C504932,2023-11-16,11252,United Kingdom,P0202,Toys,1,24.63,24.63
C500020,2023-11-16,10005,United Kingdom,P0261,Jewelry,6,72.66,435.96
C508251,2023-11-16,12133,Germany,P0352,Home & Garden,6,14.05,84.3
C503243,2023-11-16,10822,France,P0367,Office,5,46.48,232.4
C506371,2023-11-16,11638,United Kingdom,P0300,Home & Garden,3,10.62,31.86
C506673,2023-11-16,11731,United Kingdom,P0202,Toys,5,24.44,122.2
C506673,2023-11-16,11731,United Kingdom,P0398,Food & Grocery,2,25.92,51.84
C506371,2023-11-16,11638,United Kingdom,P0084,Tools,1,4.61,4.61
C506371,2023-11-16,11638,United Kingdom,P0319,Beauty,1,2.99,2.99
C500309,2023-11-16,10084,United Kingdom,P0268,Tools,2,141.52,283.04
C504422,2023-11-16,11124,Netherlands,P0045,Music,5,27.73,138.65
C506673,2023-11-16,11731,United Kingdom,P0356,Electronics,1,25.77,25.77
C500309,2023-11-16,10084,United Kingdom,P0280,Books,5,19.09,95.45
C500309,2023-11-16,10084,United Kingdom,P0051,Jewelry,3,60.21,180.63
C506371,2023-11-16,11638,United Kingdom,P0318,Tools,1,19.13,19.13
C506371,2023-11-16,11638,United Kingdom,P0047,Tools,2,9.17,18.34
C500309,2023-11-16,10084,United Kingdom,P0261,Jewelry,6,72.81,436.86
C506371,2023-11-16,11638,United Kingdom,P0368,Clothing,5,6.22,31.1
C504681,2023-11-16,11191,United Kingdom,P0050,Tools,5,61.9,309.5
C506371,2023-11-16,11638,United Kingdom,P0352,Home & Garden,3,13.71,41.13
C506371,2023-11-16,11638,United Kingdom,P0338,Books,6,24.43,146.58
C505652,2023-11-16,11442,France,P0061,Toys,1,42.47,42.47
C505652,2023-11-16,11442,France,P0336,Pet Supplies,5,103.29,516.45
C505652,2023-11-16,11442,France,P0317,Home & Garden,4,15.37,61.48
C508251,2023-11-16,12133,Germany,P0170,Food & Grocery,3,12.45,37.35
C505652,2023-11-16,11442,France,P0023,Food & Grocery,3,49.63,148.89
C505652,2023-11-16,11442,France,P0290,Home & Garden,6,4.02,24.12
C503243,2023-11-16,10822,France,P0040,Health,3,29.42,88.26
C505697,2023-11-16,11455,United Kingdom,P0079,Music,6,29.56,177.36
C508200,2023-11-16,12118,Netherlands,P0250,Jewelry,3,25.06,75.18
C505697,2023-11-16,11455,United Kingdom,P0123,Tools,6,36.23,217.38
C503136,2023-11-16,10791,United Kingdom,P0271,Baby,4,55.54,222.16
C502349,2023-11-16,10604,United Kingdom,P0363,Electronics,3,46.22,138.66
C508200,2023-11-16,12118,Netherlands,P0114,Toys,2,98.69,197.38
C508200,2023-11-16,12118,Netherlands,P0190,Toys,3,30.21,90.63
C506629,2023-11-16,11717,Netherlands,P0388,Automotive,2,49.48,98.96
C506629,2023-11-16,11717,Netherlands,P0210,Toys,5,22.44,112.2
C508200,2023-11-16,12118,Netherlands,P0380,Baby,1,22.83,22.83
C508200,2023-11-16,12118,Netherlands,P0346,Clothing,2,11.62,23.24
C500309,2023-11-16,10084,United Kingdom,P0161,Automotive,6,48.82,292.92
C508200,2023-11-16,12118,Netherlands,P0339,Music,3,86.67,260.01
C508200,2023-11-16,12118,Netherlands,P0210,Toys,4,22.15,88.6
C508200,2023-11-16,12118,Netherlands,P0297,Toys,2,10.23,20.46
C501903,2023-11-16,10488,Netherlands,P0149,Food & Grocery,1,14.85,14.85
C508200,2023-11-16,12118,Netherlands,P0397,Beauty,1,14.2,14.2
C501903,2023-11-16,10488,Netherlands,P0122,Electronics,3,10.7,32.1
C508200,2023-11-16,12118,Netherlands,P0110,Baby,3,1.13,3.39
C506371,2023-11-16,11638,United Kingdom,P0385,Baby,2,17.82,35.64
C506629,2023-11-16,11717,Netherlands,P0277,Jewelry,1,5.71,5.71
C506629,2023-11-16,11717,Netherlands,P0079,Music,3,29.48,88.44
C508200,2023-11-16,12118,Netherlands,P0304,Electronics,5,22.65,113.25
C503136,2023-11-16,10791,United Kingdom,P0081,Music,6,13.99,83.94
C500309,2023-11-16,10084,United Kingdom,P0308,Baby,2,130.17,260.34
C505697,2023-11-16,11455,United Kingdom,P0039,Health,5,50.42,252.1
C505697,2023-11-16,11455,United Kingdom,P0050,Tools,1,61.51,61.51
C508200,2023-11-16,12118,Netherlands,P0325,Beauty,1,31.54,31.54
C505697,2023-11-16,11455,United Kingdom,P0011,Toys,3,11.82,35.46
C508200,2023-11-16,12118,Netherlands,P0349,Toys,4,124.0,496.0
C502894,2023-11-16,10741,Germany,P0332,Music,5,12.6,63.0
C506629,2023-11-16,11717,Netherlands,P0098,Beauty,4,8.13,32.52
C508200,2023-11-16,12118,Netherlands,P0295,Music,2,10.94,21.88
C503136,2023-11-16,10791,United Kingdom,P0197,Music,5,20.95,104.75
C508226,2023-11-16,12125,France,P0016,Books,5,19.65,98.25
C508200,2023-11-16,12118,Netherlands,P0056,Baby,1,38.41,38.41
C506452,2023-11-17,11664,United Kingdom,P0048,Jewelry,2,33.64,67.28
C501911,2023-11-17,10490,United Kingdom,P0089,Electronics,1,22.09,22.09
C501310,2023-11-17,10348,Germany,P0102,Office,6,6.92,41.52
C500848,2023-11-17,10232,Netherlands,P0025,Jewelry,2,84.72,169.44
C502298,2023-11-17,10590,France,P0205,Pet Supplies,4,19.36,77.44
C501310,2023-11-17,10348,Germany,P0077,Music,4,43.9,175.6
C507199,2023-11-17,11853,France,P0386,Health,1,57.46,57.46
C502740,2023-11-17,10706,United Kingdom,P0034,Beauty,1,36.47,36.47
C506014,2023-11-17,11536,United Kingdom,P0366,Jewelry,1,26.39,26.39
C501483,2023-11-17,10381,United Kingdom,P0356,Electronics,4,25.64,102.56
C506935,2023-11-17,11791,United Kingdom,P0171,Sports & Outdoors,1,145.53,145.53
C507199,2023-11-17,11853,France,P0309,Beauty,2,25.32,50.64
C502740,2023-11-17,10706,United Kingdom,P0274,Automotive,3,11.14,33.42
C506935,2023-11-17,11791,United Kingdom,P0179,Clothing,3,11.41,34.23
C502740,2023-11-17,10706,United Kingdom,P0033,Office,3,44.52,133.56
C501013,2023-11-17,10277,France,P0204,Books,2,24.45,48.9
C504844,2023-11-17,11231,Netherlands,P0148,Home & Garden,6,12.39,74.34
C504844,2023-11-17,11231,Netherlands,P0182,Jewelry,2,55.86,111.72
C507199,2023-11-17,11853,France,P0151,Clothing,3,41.07,123.21
C507199,2023-11-17,11853,France,P0282,Jewelry,1,88.23,88.23
C501974,2023-11-17,10507,France,P0115,Music,3,7.14,21.42
C507199,2023-11-17,11853,France,P0204,Books,3,24.51,73.53
C507199,2023-11-17,11853,France,P0372,Office,3,13.24,39.72
C505385,2023-11-17,11372,United Kingdom,P0350,Books,5,7.45,37.25
C505385,2023-11-17,11372,United Kingdom,P0319,Beauty,3,2.99,8.97
C509337,2023-11-17,12421,Germany,P0121,Pet Supplies,4,25.22,100.88
C506996,2023-11-17,11806,United Kingdom,P0159,Music,2,62.58,125.16
C506996,2023-11-17,11806,United Kingdom,P0280,Books,1,19.33,19.33
C500571,2023-11-17,10155,United Kingdom,P0365,Tools,3,10.92,32.76
C508824,2023-11-17,12283,Spain,P0217,Pet Supplies,6,12.37,74.22
C500848,2023-11-17,10232,Netherlands,P0347,Books,1,7.63,7.63
C504844,2023-11-17,11231,Netherlands,P0393,Baby,1,11.98,11.98
C508438,2023-11-17,12183,Germany,P0343,Office,3,38.64,115.92
C506452,2023-11-17,11664,United Kingdom,P0256,Toys,2,27.41,54.82
C501310,2023-11-17,10348,Germany,P0074,Sports & Outdoors,2,25.97,51.94
C506935,2023-11-17,11791,United Kingdom,P0377,Home & Garden,3,11.65,34.95
C502740,2023-11-17,10706,United Kingdom,P0096,Office,1,109.86,109.86
C502740,2023-11-17,10706,United Kingdom,P0276,Home & Garden,2,60.69,121.38
C502740,2023-11-17,10706,United Kingdom,P0177,Clothing,2,41.74,83.48
C502740,2023-11-17,10706,United Kingdom,P0172,Clothing,5,10.27,51.35
C502740,2023-11-17,10706,United Kingdom,P0399,Home & Garden,2,21.28,42.56
C500571,2023-11-17,10155,United Kingdom,P0185,Sports & Outdoors,4,18.89,75.56
C502740,2023-11-17,10706,United Kingdom,P0257,Beauty,1,37.7,37.7
C501911,2023-11-17,10490,United Kingdom,P0384,Sports & Outdoors,1,11.46,11.46
C508106,2023-11-18,12095,United Kingdom,P0132,Automotive,5,150.33,751.65
C508106,2023-11-18,12095,United Kingdom,P0022,Electronics,4,31.14,124.56
C503280,2023-11-18,10831,United Kingdom,P0162,Food & Grocery,6,74.25,445.5
C508106,2023-11-18,12095,United Kingdom,P0242,Music,1,66.72,66.72
C508106,2023-11-18,12095,United Kingdom,P0047,Tools,4,9.36,37.44
C500255,2023-11-18,10069,United Kingdom,P0075,Electronics,2,9.76,19.52
C508106,2023-11-18,12095,United Kingdom,P0198,Pet Supplies,2,32.29,64.58
C503403,2023-11-18,10866,France,P0214,Health,2,29.44,58.88
C500631,2023-11-18,10170,United Kingdom,P0277,Jewelry,6,5.22,31.32
C500255,2023-11-18,10069,United Kingdom,P0091,Books,5,51.1,255.5
C504338,2023-11-18,11103,Germany,P0045,Music,3,27.94,83.82
C501762,2023-11-18,10454,United Kingdom,P0321,Sports & Outdoors,3,78.87,236.61
C504338,2023-11-18,11103,Germany,P0030,Sports & Outdoors,1,10.12,10.12
C505939,2023-11-18,11519,United Kingdom,P0318,Tools,3,19.04,57.12
C505502,2023-11-18,11399,Spain,P0278,Home & Garden,1,8.94,8.94
C503280,2023-11-18,10831,United Kingdom,P0061,Toys,1,43.0,43.0
C504338,2023-11-18,11103,Germany,P0282,Jewelry,6,88.01,528.06
C503166,2023-11-18,10799,United Kingdom,P0182,Jewelry,6,56.42,338.52
C501762,2023-11-18,10454,United Kingdom,P0055,Books,2,38.32,76.64
C503280,2023-11-18,10831,United Kingdom,P0200,Tools,2,51.29,102.58
C504966,2023-11-18,11262,Netherlands,P0134,Tools,6,21.64,129.84
C504338,2023-11-18,11103,Germany,P0123,Tools,5,35.99,179.95
C501323,2023-11-18,10351,Spain,P0207,Books,3,12.51,37.53
